genre_ids,original_language,popularity,title,vote_average,vote_count,studio,domestic_gross,foreign_gross,year,release_date,production_budget,worldwide_gross,genre_names
"[14, 12, 16, 10751]",en,28.734,How to Train Your Dragon,7.7,7610,P/DW,217600000.0,277300000.0,2010,"Mar 26, 2010",165000000,494870992,"['Fantasy', 'Adventure', 'Animation', 'Family']"
"[12, 28, 878]",en,28.515,Iron Man 2,6.8,12368,Par.,312400000.0,311500000.0,2010,"May 7, 2010",170000000,621156389,"['Adventure', 'Action', 'Science Fiction']"
"[28, 878, 12]",en,27.92,Inception,8.3,22186,WB,292600000.0,535700000.0,2010,"Jul 16, 2010",160000000,835524642,"['Action', 'Science Fiction', 'Adventure']"
"[16, 10751, 35]",en,24.445,Toy Story 3,7.7,8340,BV,415000000.0,652000000.0,2010,"Jun 18, 2010",200000000,1068879522,"['Animation', 'Family', 'Comedy']"
"[16, 10751, 35]",en,23.673,Despicable Me,7.2,10057,Uni.,251500000.0,291600000.0,2010,"Jul 9, 2010",69000000,543464573,"['Animation', 'Family', 'Comedy']"
"[16, 28, 35, 10751, 878]",en,22.855,Megamind,6.8,3635,P/DW,148400000.0,173500000.0,2010,"Nov 5, 2010",130000000,321887208,"['Animation', 'Action', 'Comedy', 'Family', 'Science Fiction']"
"[53, 12, 28]",en,21.517,The Expendables,6.1,4647,LGF,103100000.0,171400000.0,2010,"Aug 13, 2010",82000000,268268174,"['Thriller', 'Adventure', 'Action']"
"[16, 10751]",en,21.511,Tangled,7.5,6407,BV,200800000.0,391000000.0,2010,"Nov 24, 2010",260000000,586477240,"['Animation', 'Family']"
"[12, 14, 18, 10749]",en,20.34,The Twilight Saga: Eclipse,6.0,4909,Sum.,300500000.0,398000000.0,2010,"Jun 30, 2010",68000000,706102828,"['Adventure', 'Fantasy', 'Drama', 'Romance']"
"[28, 53, 878]",en,18.985,The Book of Eli,6.7,3495,WB,94800000.0,62300000.0,2010,"Jan 15, 2010",80000000,158750817,"['Action', 'Thriller', 'Science Fiction']"
"[18, 53, 9648]",en,18.06,Shutter Island,8.1,12625,Par.,128000000.0,166800000.0,2010,"Feb 19, 2010",80000000,299461782,"['Drama', 'Thriller', 'Mystery']"
"[12, 10751, 14]",en,17.382,The Chronicles of Narnia: The Voyage of the Dawn Treader,6.3,3196,Fox,104400000.0,311300000.0,2010,"Dec 10, 2010",155000000,418186950,"['Adventure', 'Family', 'Fantasy']"
"[53, 28, 12, 35, 80]",en,17.097,The A-Team,6.3,2703,Fox,77200000.0,100000000.0,2010,"Jun 11, 2010",110000000,177241171,"['Thriller', 'Action', 'Adventure', 'Comedy', 'Crime']"
"[28, 12, 10751, 14]",en,16.595,The Last Airbender,4.6,2143,Par.,131800000.0,187900000.0,2010,"Jul 1, 2010",150000000,319713881,"['Action', 'Adventure', 'Family', 'Fantasy']"
"[28, 878, 12, 53]",en,16.216,Predators,6.1,1979,Fox,52000000.0,75200000.0,2010,"Jul 9, 2010",40000000,127234389,"['Action', 'Science Fiction', 'Adventure', 'Thriller']"
[18],en,15.889,The Social Network,7.2,6116,Sony,97000000.0,128000000.0,2010,"Oct 1, 2010",40000000,224922135,['Drama']
"[35, 12, 14, 16, 10751]",en,15.041,Shrek Forever After,6.1,3843,P/DW,238700000.0,513900000.0,2010,"May 21, 2010",165000000,756244673,"['Comedy', 'Adventure', 'Fantasy', 'Animation', 'Family']"
[35],en,14.69,Easy A,6.8,4168,SGem,58400000.0,16600000.0,2010,"Sep 17, 2010",8000000,76200721,['Comedy']
"[14, 12, 28, 35, 18]",en,14.463,The Sorcerer's Apprentice,5.9,2879,BV,63200000.0,152100000.0,2010,"Jul 14, 2010",160000000,217986320,"['Fantasy', 'Adventure', 'Action', 'Comedy', 'Drama']"
[35],en,14.291,Grown Ups,6.1,3171,Sony,162000000.0,109400000.0,2010,"Jun 25, 2010",75000000,272223430,['Comedy']
"[80, 18, 28, 53]",en,14.172,Faster,6.2,895,CBS,23200000.0,12400000.0,2010,"Nov 24, 2010",24000000,35792945,"['Crime', 'Drama', 'Action', 'Thriller']"
[27],en,14.03,The Wolfman,5.7,1009,Uni.,62000000.0,77800000.0,2010,"Feb 12, 2010",150000000,142634358,['Horror']
"[18, 53]",en,13.745,Black Swan,7.6,8374,FoxS,107000000.0,222400000.0,2010,"Dec 3, 2010",13000000,331266710,"['Drama', 'Thriller']"
"[12, 28, 18]",en,13.548,Centurion,6.1,673,Magn.,124000.0,6700000.0,2010,"Aug 27, 2010",15000000,7885048,"['Adventure', 'Action', 'Drama']"
"[28, 35, 80]",en,13.508,The Other Guys,6.2,2187,Sony,119200000.0,51200000.0,2010,"Aug 6, 2010",100000000,170936470,"['Action', 'Comedy', 'Crime']"
"[80, 18, 53]",en,13.476,The Town,7.1,2386,WB,92200000.0,61800000.0,2010,"Sep 17, 2010",37000000,152566881,"['Crime', 'Drama', 'Thriller']"
"[28, 37, 18, 14, 53]",en,13.467,Jonah Hex,4.6,708,WB,10500000.0,356000.0,2010,"Jun 18, 2010",47000000,11022696,"['Action', 'Western', 'Drama', 'Fantasy', 'Thriller']"
"[18, 12, 37]",en,13.118,True Grit,7.2,2816,Par.,171200000.0,81000000.0,2010,"Dec 22, 2010",35000000,252276928,"['Drama', 'Adventure', 'Western']"
"[53, 80, 27]",en,13.102,I Spit on Your Grave,6.3,977,Anch.,93100.0,480000.0,2010,"Oct 8, 2010",1750000,1278471,"['Thriller', 'Crime', 'Horror']"
"[28, 80]",en,13.08,Kick-Ass,7.1,7540,LGF,48100000.0,48100000.0,2010,"Apr 16, 2010",28000000,97531134,"['Action', 'Crime']"
"[35, 10751, 14]",en,12.65,Tooth Fairy,5.3,1058,Fox,60000000.0,52400000.0,2010,"Jan 22, 2010",48000000,112610386,"['Comedy', 'Family', 'Fantasy']"
"[28, 35, 53]",en,12.557,Machete,6.3,1862,Fox,26600000.0,17500000.0,2010,"Sep 3, 2010",12500000,46370970,"['Action', 'Comedy', 'Thriller']"
[35],en,12.498,Date Night,6.0,1743,Fox,98700000.0,53600000.0,2010,"Apr 9, 2010",55000000,152269033,['Comedy']
"[35, 18]",en,12.445,Due Date,6.3,2973,WB,100500000.0,111200000.0,2010,"Nov 5, 2010",65000000,211739043,"['Comedy', 'Drama']"
"[28, 878, 53, 80]",en,12.437,Repo Men,6.2,976,Uni.,13800000.0,4600000.0,2010,"Mar 19, 2010",32000000,18195238,"['Action', 'Science Fiction', 'Thriller', 'Crime']"
"[35, 10751]",en,12.256,Diary of a Wimpy Kid,6.0,736,Fox,64000000.0,11700000.0,2010,"Mar 19, 2010",15000000,76954311,"['Comedy', 'Family']"
"[9648, 27, 28]",en,12.246,The Crazies,6.2,1036,Over.,39100000.0,15700000.0,2010,"Feb 26, 2010",19000000,56445534,"['Mystery', 'Horror', 'Action']"
"[35, 10749]",en,12.153,Little Fockers,5.6,1883,Uni.,148400000.0,162200000.0,2010,"Dec 22, 2010",100000000,310650574,"['Comedy', 'Romance']"
"[18, 10749, 10752]",en,12.048,Dear John,6.8,2676,SGem,80000000.0,35000000.0,2010,"Feb 5, 2010",25000000,142033509,"['Drama', 'Romance', 'War']"
"[10752, 28, 12, 18, 53]",en,11.519,Green Zone,6.4,1176,Uni.,35100000.0,59800000.0,2010,"Mar 12, 2010",100000000,97523020,"['War', 'Action', 'Adventure', 'Drama', 'Thriller']"
"[18, 10749]",en,11.453,Remember Me,7.1,2079,Sum.,19100000.0,37000000.0,2010,"Mar 12, 2010",16000000,56506120,"['Drama', 'Romance']"
"[12, 18, 53]",en,11.435,127 Hours,7.0,4469,FoxS,18300000.0,42400000.0,2010,"Nov 5, 2010",18000000,60217171,"['Adventure', 'Drama', 'Thriller']"
"[35, 27]",en,11.302,Piranha 3D,5.3,1029,W/Dim.,25000000.0,58200000.0,2010,"Aug 20, 2010",24000000,83660160,"['Comedy', 'Horror']"
"[35, 10749]",en,11.187,Valentine's Day,5.8,1907,WB (NL),110500000.0,106000000.0,2010,"Feb 12, 2010",52000000,217569328,"['Comedy', 'Romance']"
"[10749, 18, 53, 80]",en,11.147,The Next Three Days,7.0,1469,LGF,21100000.0,46300000.0,2010,"Nov 19, 2010",30000000,67255916,"['Romance', 'Drama', 'Thriller', 'Crime']"
"[18, 53, 9648]",en,10.888,Buried,6.6,1487,LGF,1000000.0,18100000.0,2010,"Sep 24, 2010",1987650,21270290,"['Drama', 'Thriller', 'Mystery']"
"[35, 12, 10751, 14]",en,10.768,Gulliver's Travels,5.1,1282,Fox,42800000.0,194600000.0,2010,"Dec 25, 2010",112000000,232017848,"['Comedy', 'Adventure', 'Family', 'Fantasy']"
"[16, 12, 10751, 14]",en,10.754,Legend of the Guardians: The Owls of Ga'Hoole,6.6,1223,WB,55700000.0,84400000.0,2010,"Sep 24, 2010",100000000,139716717,"['Animation', 'Adventure', 'Family', 'Fantasy']"
"[28, 35, 10751]",en,10.746,The Spy Next Door,5.7,650,LGF,24300000.0,20900000.0,2010,"Jan 15, 2010",28000000,46752858,"['Action', 'Comedy', 'Family']"
"[35, 18, 10749]",en,10.595,Morning Glory,6.3,717,Par.,31000000.0,29000000.0,2010,"Nov 10, 2010",40000000,59795070,"['Comedy', 'Drama', 'Romance']"
"[53, 80, 18, 28]",en,10.555,Harry Brown,6.8,505,Gold.,1800000.0,8500000.0,2010,"Apr 30, 2010",7300000,12023606,"['Thriller', 'Crime', 'Drama', 'Action']"
"[35, 10751, 28, 14]",en,10.544,Cats & Dogs: The Revenge of Kitty Galore,4.9,273,WB,43600000.0,68900000.0,2010,"Jul 30, 2010",85000000,113026383,"['Comedy', 'Family', 'Action', 'Fantasy']"
[18],en,10.395,The Fighter,7.3,2325,Par.,93600000.0,35600000.0,2010,"Dec 10, 2010",11000000,129262388,['Drama']
"[28, 53, 10749]",en,10.307,The Tourist,6.1,3133,Sony,67600000.0,210700000.0,2010,"Dec 10, 2010",100000000,278731369,"['Action', 'Thriller', 'Romance']"
"[28, 35, 53, 10749]",en,10.221,Killers,5.8,1314,LGF,47100000.0,51100000.0,2010,"Jun 4, 2010",75000000,95572749,"['Action', 'Comedy', 'Thriller', 'Romance']"
"[35, 10749]",en,10.208,You Again,6.2,734,BV,25700000.0,6300000.0,2010,"Sep 24, 2010",20000000,32838945,"['Comedy', 'Romance']"
"[27, 9648, 53]",en,10.203,Devil,5.9,1516,Uni.,33600000.0,29100000.0,2010,"Sep 17, 2010",10000000,63354114,"['Horror', 'Mystery', 'Thriller']"
"[28, 12, 80, 9648, 53]",en,10.202,The Losers,6.2,844,WB,23600000.0,5800000.0,2010,"Apr 23, 2010",25000000,29863840,"['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']"
"[18, 53, 80, 9648]",en,10.188,Animal Kingdom,6.8,399,SPC,1000000.0,5700000.0,2010,"Aug 13, 2010",4200000,8078683,"['Drama', 'Thriller', 'Crime', 'Mystery']"
"[878, 35, 12]",en,10.15,Hot Tub Time Machine,6.0,1383,MGM,50300000.0,14300000.0,2010,"Mar 26, 2010",36000000,65967750,"['Science Fiction', 'Comedy', 'Adventure']"
"[18, 10749, 878]",en,10.012,Never Let Me Go,6.8,1294,FoxS,2400000.0,7000000.0,2010,"Sep 15, 2010",15000000,11173718,"['Drama', 'Romance', 'Science Fiction']"
"[35, 18]",en,10.01,It's Kind of a Funny Story,7.0,1324,Focus,6400000.0,128000.0,2010,"Oct 8, 2010",8000000,6632950,"['Comedy', 'Drama']"
[18],en,9.991,Eat Pray Love,6.0,1208,Sony,80600000.0,124000000.0,2010,"Aug 13, 2010",60000000,206598789,['Drama']
"[35, 18, 10749]",en,9.986,Sex and the City 2,5.9,809,WB (NL),95300000.0,193000000.0,2010,"May 27, 2010",95000000,294680778,"['Comedy', 'Drama', 'Romance']"
"[35, 80, 18]",en,9.968,Four Lions,7.0,621,Drft.,305000.0,4400000.0,2010,"Nov 5, 2010",3750000,2436111,"['Comedy', 'Crime', 'Drama']"
"[28, 35, 18]",en,9.861,The Bounty Hunter,5.7,1627,Sony,67099999.0,69300000.0,2010,"Mar 19, 2010",45000000,135808837,"['Action', 'Comedy', 'Drama']"
[18],en,9.824,Winter's Bone,6.9,931,RAtt.,6500000.0,7300000.0,2010,"Jun 11, 2010",2000000,16131551,['Drama']
"[18, 27, 9648, 53]",en,9.808,My Soul to Take,5.4,247,Uni.,14700000.0,6200000.0,2010,"Oct 8, 2010",25000000,16727470,"['Drama', 'Horror', 'Mystery', 'Thriller']"
"[14, 18]",en,9.563,Enter the Void,7.3,773,IFC,336000.0,418000.0,2010,"Sep 24, 2010",16000000,1467278,"['Fantasy', 'Drama']"
[99],en,9.514,Inside Job,7.8,466,SPC,4300000.0,3600000.0,2010,"Oct 8, 2010",2000000,7799257,['Documentary']
"[18, 10749]",en,9.454,Charlie St. Cloud,6.9,1398,Uni.,31200000.0,17000000.0,2010,"Jul 30, 2010",44000000,48478084,"['Drama', 'Romance']"
"[35, 10751]",en,9.45,Furry Vengeance,4.6,283,Sum.,17600000.0,18600000.0,2010,"Apr 30, 2010",35000000,39340177,"['Comedy', 'Family']"
"[80, 35, 18]",en,9.432,Casino Jack,6.1,149,ATO,1000000.0,40700.0,2010,"Dec 17, 2010",12500000,2272186,"['Crime', 'Comedy', 'Drama']"
"[18, 27, 9648, 53]",en,9.395,After.Life,5.7,416,Anch.,109000.0,1900000.0,2010,"Apr 9, 2010",4500000,2481925,"['Drama', 'Horror', 'Mystery', 'Thriller']"
"[35, 18, 10749]",en,9.394,Letters to Juliet,6.9,1706,Sum.,53000000.0,26100000.0,2010,"May 14, 2010",30000000,82148538,"['Comedy', 'Drama', 'Romance']"
[18],en,9.389,Rabbit Hole,6.8,292,LGF,2200000.0,2900000.0,2010,"Dec 17, 2010",5000000,6205034,['Drama']
"[28, 35]",en,9.355,Wild Target,6.4,356,Free,109000.0,3300000.0,2010,"Oct 29, 2010",8000000,5314194,"['Action', 'Comedy']"
"[27, 18, 53]",en,9.35,The Last Exorcism,5.6,519,LGF,41000000.0,26700000.0,2010,"Aug 27, 2010",1800000,70165900,"['Horror', 'Drama', 'Thriller']"
"[18, 10751, 10749]",en,9.237,The Last Song,7.2,2199,BV,63000000.0,26100000.0,2010,"Mar 31, 2010",20000000,92678948,"['Drama', 'Family', 'Romance']"
"[35, 10751, 16, 12]",en,9.096,Yogi Bear,5.3,387,WB,100200000.0,101300000.0,2010,"Dec 17, 2010",80000000,204774690,"['Comedy', 'Family', 'Animation', 'Adventure']"
"[80, 18, 53]",en,9.087,The Disappearance of Alice Creed,6.6,280,Anch.,167000.0,701000.0,2010,"Aug 6, 2010",1500000,1605139,"['Crime', 'Drama', 'Thriller']"
[18],en,9.059,Secretariat,7.0,200,BV,59700000.0,537000.0,2010,"Oct 8, 2010",35000000,60376247,['Drama']
"[80, 18, 53]",en,9.042,The American,5.8,690,Focus,35600000.0,32299999.0,2010,"Sep 1, 2010",20000000,67950723,"['Crime', 'Drama', 'Thriller']"
"[18, 10749]",en,8.994,Blue Valentine,6.9,1677,Wein.,9700000.0,2600000.0,2010,"Dec 29, 2010",1000000,16566240,"['Drama', 'Romance']"
"[35, 27]",en,8.992,Vampires Suck,4.1,658,Fox,36700000.0,43900000.0,2010,"Aug 18, 2010",20000000,81424988,"['Comedy', 'Horror']"
"[28, 80, 18, 53]",en,8.969,Takers,6.2,605,SGem,57700000.0,11300000.0,2010,"Aug 27, 2010",32000000,70587268,"['Action', 'Crime', 'Drama', 'Thriller']"
"[878, 28]",en,8.847,Skyline,4.8,833,Uni.,21400000.0,45400000.0,2010,"Nov 12, 2010",10000000,68264973,"['Science Fiction', 'Action']"
"[28, 35, 80]",en,8.82,Cop Out,5.4,796,WB,44900000.0,10700000.0,2010,"Feb 26, 2010",37000000,55909910,"['Action', 'Comedy', 'Crime']"
"[18, 53, 9648]",en,8.807,Chloe,5.9,940,SPC,3100000.0,8600000.0,2010,"Mar 26, 2010",13000000,11831131,"['Drama', 'Thriller', 'Mystery']"
"[18, 27, 878]",en,8.799,Stake Land,6.2,415,IFC,33200.0,0.0,2011,"Apr 22, 2011",4000000,679482,"['Drama', 'Horror', 'Science Fiction']"
"[18, 10749]",en,8.676,Burlesque,7.1,1195,SGem,39400000.0,50100000.0,2010,"Nov 24, 2010",55000000,90552675,"['Drama', 'Romance']"
"[10751, 35]",en,8.487,Marmaduke,5.1,367,Fox,33600000.0,50100000.0,2010,"Jun 4, 2010",50000000,89895930,"['Family', 'Comedy']"
[35],en,8.485,Get Him to the Greek,5.9,980,Uni.,61000000.0,30300000.0,2010,"Jun 4, 2010",40000000,91455875,['Comedy']
"[35, 18]",en,8.426,The Kids Are All Right,6.6,854,Focus,20800000.0,13900000.0,2010,"Jul 9, 2010",4000000,36275469,"['Comedy', 'Drama']"
"[14, 27, 53]",en,8.405,Don't Be Afraid of the Dark,5.5,550,FD,24000000.0,12900000.0,2011,"Aug 26, 2011",25000000,39126427,"['Fantasy', 'Horror', 'Thriller']"
[18],en,8.348,Welcome to the Rileys,6.5,241,Gold.,159000.0,158000.0,2010,"Oct 29, 2010",10000000,355919,['Drama']
"[35, 18, 14, 27, 9648]",en,8.319,Rubber,5.9,417,Magn.,100000.0,0.0,2011,"Apr 1, 2011",500000,680914,"['Comedy', 'Drama', 'Fantasy', 'Horror', 'Mystery']"
"[35, 18, 10749]",en,8.281,Going the Distance,6.0,394,WB (NL),17800000.0,24200000.0,2010,"Sep 3, 2010",32000000,43603990,"['Comedy', 'Drama', 'Romance']"
"[12, 14, 28, 37, 53]",en,8.259,The Warrior's Way,6.1,203,Rela.,5700000.0,5400000.0,2010,"Dec 3, 2010",42000000,8514325,"['Adventure', 'Fantasy', 'Action', 'Western', 'Thriller']"
"[35, 18, 9648]",en,8.215,Get Low,6.7,135,SPC,9200000.0,518000.0,2010,"Jul 30, 2010",7000000,10828305,"['Comedy', 'Drama', 'Mystery']"
"[18, 10402]",en,8.19,The Runaways,6.4,448,App.,3600000.0,1100000.0,2010,"Mar 19, 2010",9500000,5278632,"['Drama', 'Music']"
"[27, 53]",en,8.163,Paranormal Activity 2,5.7,1342,Par.,84800000.0,92800000.0,2010,"Oct 20, 2010",3000000,177512032,"['Horror', 'Thriller']"
"[18, 14]",en,7.886,Hereafter,5.9,848,WB,32700000.0,72500000.0,2010,"Oct 15, 2010",50000000,108660270,"['Drama', 'Fantasy']"
"[18, 9648, 53, 80, 10749]",en,7.871,All Good Things,6.0,493,Magn.,582000.0,62500.0,2010,"Dec 3, 2010",20000000,873617,"['Drama', 'Mystery', 'Thriller', 'Crime', 'Romance']"
"[53, 9648]",en,7.829,The Ghost Writer,6.8,1135,Sum.,15500000.0,44700000.0,2010,"Feb 19, 2010",45000000,65532491,"['Thriller', 'Mystery']"
"[35, 10749]",en,7.775,She's Out of My League,6.1,970,Par.,32000000.0,17800000.0,2010,"Mar 12, 2010",20000000,48680977,"['Comedy', 'Romance']"
"[35, 10749, 18]",en,7.745,The Switch,6.1,1008,Mira.,27800000.0,22100000.0,2010,"Aug 20, 2010",19000000,49858465,"['Comedy', 'Romance', 'Drama']"
"[35, 18, 10749]",en,7.735,Cyrus,6.0,201,FoxS,7500000.0,2500000.0,2010,"Jun 18, 2010",7000000,10062896,"['Comedy', 'Drama', 'Romance']"
[18],es,7.697,Biutiful,7.2,546,RAtt.,5100000.0,20000000.0,2011,"Jan 28, 2011",35000000,24687524,['Drama']
"[28, 12, 35]",en,7.666,MacGruber,5.3,270,Uni.,8500000.0,797000.0,2010,"May 21, 2010",10000000,8629895,"['Action', 'Adventure', 'Comedy']"
"[35, 18]",en,7.596,Somewhere,6.1,376,Focus,1800000.0,12200000.0,2010,"Dec 22, 2010",7000000,17023121,"['Comedy', 'Drama']"
"[18, 10749, 10402]",en,7.567,Country Strong,6.3,126,SGem,20200000.0,310000.0,2010,"Dec 22, 2010",15000000,20601987,"['Drama', 'Romance', 'Music']"
"[10402, 14, 28, 10751]",en,7.566,The Nutcracker in 3D,5.5,97,Free,195000.0,16000000.0,2010,"Nov 24, 2010",90000000,20466016,"['Music', 'Fantasy', 'Action', 'Family']"
"[99, 10751]",en,7.532,Oceans,7.2,167,BV,19400000.0,63200000.0,2010,"Apr 22, 2010",80000000,86787530,"['Documentary', 'Family']"
[18],en,7.51,Conviction,7.2,297,FoxS,6800000.0,2900000.0,2010,"Oct 15, 2010",12500000,11826980,['Drama']
"[35, 10751]",en,7.442,Ramona and Beezus,6.3,460,Fox,26200000.0,1100000.0,2010,"Jul 23, 2010",15000000,27469621,"['Comedy', 'Family']"
"[18, 37]",en,7.309,Meek's Cutoff,6.5,113,Osci.,978000.0,0.0,2011,"Apr 8, 2011",2000000,1869928,"['Drama', 'Western']"
"[35, 18, 36]",en,7.275,Made in Dagenham,6.6,150,SPC,1100000.0,11300000.0,2010,"Nov 19, 2010",8000000,15644196,"['Comedy', 'Drama', 'History']"
[18],en,7.14,Hesher,7.0,335,WHE,383000.0,0.0,2011,"May 13, 2011",7000000,382946,['Drama']
[18],en,7.099,Nowhere Boy,7.3,469,Wein.,1500000.0,5100000.0,2010,"Oct 8, 2010",1900000,7785229,['Drama']
"[80, 18, 53]",en,7.087,The Killer Inside Me,5.9,304,IFC,217000.0,3800000.0,2010,"Jun 18, 2010",13000000,3617277,"['Crime', 'Drama', 'Thriller']"
"[35, 18, 10749]",en,7.047,Just Wright,6.2,211,FoxS,21500000.0,29900.0,2010,"May 14, 2010",12000000,21867665,"['Comedy', 'Drama', 'Romance']"
"[18, 9648, 10749]",en,6.824,Shanghai,6.1,80,Wein.,46400.0,9200000.0,2015,"Oct 2, 2015",50000000,15505922,"['Drama', 'Mystery', 'Romance']"
"[10749, 35, 18]",en,6.695,Tiny Furniture,5.9,82,IFC,392000.0,0.0,2010,"Nov 12, 2010",50000,424149,"['Romance', 'Comedy', 'Drama']"
[35],en,6.632,Dinner for Schmucks,5.6,920,P/DW,73000000.0,13800000.0,2010,"Jul 30, 2010",69000000,86796502,['Comedy']
"[80, 18, 53, 36]",en,6.568,Carlos,7.0,87,IFC,146000.0,726000.0,2010,"Oct 15, 2010",18000000,1619153,"['Crime', 'Drama', 'Thriller', 'History']"
"[27, 53]",en,6.44,Chain Letter,4.1,63,NFC,139000.0,447000.0,2010,"Oct 1, 2010",3000000,1022453,"['Horror', 'Thriller']"
[18],en,6.3,Extraordinary Measures,6.3,153,CBS,12100000.0,3100000.0,2010,"Jan 22, 2010",31000000,15826984,['Drama']
"[18, 14]",en,6.3,The Tempest,5.8,52,Mira.,278000.0,68700.0,2010,"Dec 10, 2010",20000000,277943,"['Drama', 'Fantasy']"
"[35, 18, 10749]",en,6.209,You Will Meet a Tall Dark Stranger,5.8,431,SPC,3200000.0,31000000.0,2010,"Sep 22, 2010",15000000,34247816,"['Comedy', 'Drama', 'Romance']"
"[18, 28, 10749]",hi,6.058,Kites,5.8,67,Relbig.,1600000.0,1300000.0,2010,"May 21, 2010",9200000,17155193,"['Drama', 'Action', 'Romance']"
"[35, 80, 53]",en,5.996,Leaves of Grass,6.0,214,First,70100.0,949000.0,2010,"Apr 2, 2010",9000000,85527,"['Comedy', 'Crime', 'Thriller']"
"[35, 18]",en,5.945,Please Give,6.3,81,SPC,4000000.0,280000.0,2010,"Apr 30, 2010",3000000,4570178,"['Comedy', 'Drama']"
[35],en,5.762,High School,5.8,68,Anch.,139000.0,0.0,2012,"Jun 1, 2012",10000000,248133,['Comedy']
[99],en,5.705,Freakonomics,6.6,57,Magn.,101000.0,16400.0,2010,"Oct 1, 2010",2900000,172867,['Documentary']
[35],en,5.056,The Extra Man,5.9,46,Magn.,453000.0,4500.0,2010,"Jul 30, 2010",7000000,492108,['Comedy']
[35],en,5.025,Our Family Wedding,5.5,57,FoxS,20300000.0,1200000.0,2010,"Mar 12, 2010",14000000,21410546,['Comedy']
"[18, 10751]",en,4.958,The Perfect Game,6.3,44,IW,1000000.0,2800000.0,2010,"Apr 16, 2010",12500000,3931367,"['Drama', 'Family']"
"[18, 10751]",en,4.242,Letters to God,6.9,71,Viv.,2800000.0,60300.0,2010,"Apr 9, 2010",3000000,3237452,"['Drama', 'Family']"
[18],en,2.858,For Colored Girls,6.8,33,LGF,37700000.0,17300.0,2010,"Nov 5, 2010",21000000,38017873,['Drama']
[99],en,2.746,Sea Rex 3D: Journey to a Prehistoric World,7.4,12,3D,6100000.0,9900000.0,2010,"May 28, 2010",5000000,16515203,['Documentary']
"[18, 10749]",en,2.681,Mao's Last Dancer,7.0,45,Gold.,4800000.0,17500000.0,2010,"Aug 20, 2010",18000000,25941437,"['Drama', 'Romance']"
"[18, 35, 10749]",en,2.321,The Good Heart,6.4,30,Magn.,20900.0,323000.0,2010,"Apr 30, 2010",3800000,340930,"['Drama', 'Comedy', 'Romance']"
"[35, 10749]",en,1.332,It's a Wonderful Afterlife,4.6,12,UTV,0.0,1300000.0,2010,"Oct 8, 2010",10000000,1642939,"['Comedy', 'Romance']"
"[28, 12, 27, 878]",en,0.667,Resident Evil: Afterlife,5.9,2119,SGem,60100000.0,240100000.0,2010,"Sep 10, 2010",57500000,295874190,"['Action', 'Adventure', 'Horror', 'Science Fiction']"
"[12, 14, 28]",en,38.068,Thor,6.7,12764,Par.,181000000.0,268300000.0,2011,"May 6, 2011",150000000,449326618,"['Adventure', 'Fantasy', 'Action']"
[35],en,32.266,The Hangover Part II,6.4,6231,WB,254500000.0,332300000.0,2011,"May 26, 2011",80000000,586464305,['Comedy']
"[12, 28, 14]",en,30.579,Pirates of the Caribbean: On Stranger Tides,6.4,8571,BV,241100000.0,804600000.0,2011,"May 20, 2011",410600000,1045663875,"['Adventure', 'Action', 'Fantasy']"
"[28, 12, 878]",en,25.808,Captain America: The First Avenger,6.9,12810,Par.,176700000.0,193900000.0,2011,"Jul 22, 2011",140000000,370569776,"['Action', 'Adventure', 'Science Fiction']"
"[16, 10751, 12, 35]",en,23.498,Cars 2,5.9,4058,BV,191500000.0,370700000.0,2011,"Jun 24, 2011",200000000,560155383,"['Animation', 'Family', 'Adventure', 'Comedy']"
"[53, 28, 18, 878]",en,22.995,Rise of the Planet of the Apes,7.2,7259,Fox,176800000.0,305000000.0,2011,"Aug 5, 2011",93000000,470986200,"['Thriller', 'Action', 'Drama', 'Science Fiction']"
"[53, 9648, 878]",en,19.453,Limitless,7.1,6295,Rela.,79200000.0,82600000.0,2011,"Mar 18, 2011",27000000,155564919,"['Thriller', 'Mystery', 'Science Fiction']"
"[28, 53, 878]",en,18.912,In Time,6.8,6245,Fox,37500000.0,136400000.0,2011,"Oct 28, 2011",35000000,165103952,"['Action', 'Thriller', 'Science Fiction']"
"[28, 14, 53]",en,18.678,Ghost Rider: Spirit of Vengeance,4.8,2039,Sony,51800000.0,80800000.0,2012,"Feb 17, 2012",57000000,149217355,"['Action', 'Fantasy', 'Thriller']"
"[12, 28, 80, 9648]",en,18.301,Sherlock Holmes: A Game of Shadows,7.1,6380,WB,186800000.0,358600000.0,2011,"Dec 16, 2011",125000000,535663443,"['Adventure', 'Action', 'Crime', 'Mystery']"
"[53, 80, 9648, 18]",en,17.823,The Girl with the Dragon Tattoo,7.3,3971,MBox,10100000.0,94300000.0,2010,"Dec 20, 2011",90000000,239373970,"['Thriller', 'Crime', 'Mystery', 'Drama']"
"[53, 28, 9648]",en,17.69,Abduction,5.8,1791,LGF,28100000.0,54000000.0,2011,"Sep 23, 2011",35000000,86648359,"['Thriller', 'Action', 'Mystery']"
"[16, 10751]",en,17.363,Kung Fu Panda 2,6.7,3628,P/DW,165200000.0,500400000.0,2011,"May 26, 2011",150000000,664837547,"['Animation', 'Family']"
"[12, 28, 53, 878]",en,17.257,Green Lantern,5.1,4290,WB,116600000.0,103300000.0,2011,"Jun 17, 2011",200000000,219535492,"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
